origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
#country+code+origin,#meta+has_hrp+origin,#meta+in_gho+origin,#country+code+asylum,#meta+has_hrp+asylum,#meta+in_gho+asylum,#population_group+code,#gender+code,#age+range,#age+min,#age+max,#population,#date+start,#date+end
YEM,True,True,NGA,True,True,ASY,m,all,None,None,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,ASY,all,all,None,None,5,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,f,0-4,0,4,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,f,5-11,5,11,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,f,12-17,12,17,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,f,18-59,18,59,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,f,60+,60,None,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,f,all,None,None,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,m,0-4,0,4,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,m,5-11,5,11,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,m,12-17,12,17,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,m,18-59,18,59,5,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,m,60+,60,None,0,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,m,all,None,None,5,2022-01-01,2022-12-31
YEM,True,True,NGA,True,True,REF,all,all,None,None,5,2022-01-01,2022-12-31
AFG,True,True,NGA,True,True,REF,f,0-4,0,4,0,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,f,5-11,5,11,0,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,f,12-17,12,17,0,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,f,18-59,18,59,0,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,f,60+,60,None,0,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,f,all,None,None,0,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,m,0-4,0,4,0,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,m,5-11,5,11,0,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,m,12-17,12,17,0,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,m,18-59,18,59,5,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,m,60+,60,None,0,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,m,all,None,None,5,2023-01-01,2023-12-31
AFG,True,True,NGA,True,True,REF,all,all,None,None,5,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,f,0-4,0,4,11,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,f,5-11,5,11,15,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,f,12-17,12,17,37,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,f,18-59,18,59,65,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,f,60+,60,None,0,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,f,all,None,None,128,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,m,0-4,0,4,7,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,m,5-11,5,11,30,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,m,12-17,12,17,26,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,m,18-59,18,59,55,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,m,60+,60,None,0,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,m,all,None,None,118,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,ASY,all,all,None,None,246,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,f,0-4,0,4,30,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,f,5-11,5,11,73,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,f,12-17,12,17,102,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,f,18-59,18,59,285,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,f,60+,60,None,26,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,f,all,None,None,516,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,m,0-4,0,4,32,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,m,5-11,5,11,95,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,m,12-17,12,17,86,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,m,18-59,18,59,205,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,m,60+,60,None,5,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,m,all,None,None,423,2023-01-01,2023-12-31
CAF,True,True,NGA,True,True,REF,all,all,None,None,939,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,f,0-4,0,4,8,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,f,5-11,5,11,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,f,12-17,12,17,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,f,18-59,18,59,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,f,60+,60,None,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,f,all,None,None,8,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,m,0-4,0,4,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,m,5-11,5,11,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,m,12-17,12,17,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,m,18-59,18,59,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,m,60+,60,None,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,m,all,None,None,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,ASY,all,all,None,None,8,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,f,0-4,0,4,5,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,f,5-11,5,11,8,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,f,12-17,12,17,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,f,18-59,18,59,13,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,f,60+,60,None,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,f,all,None,None,26,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,m,0-4,0,4,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,m,5-11,5,11,8,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,m,12-17,12,17,10,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,m,18-59,18,59,16,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,m,60+,60,None,0,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,m,all,None,None,34,2023-01-01,2023-12-31
CIV,False,False,NGA,True,True,REF,all,all,None,None,60,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,f,0-4,0,4,1376,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,f,5-11,5,11,2030,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,f,12-17,12,17,1036,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,f,18-59,18,59,4384,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,f,60+,60,None,546,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,f,all,None,None,9372,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,m,0-4,0,4,1331,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,m,5-11,5,11,1911,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,m,12-17,12,17,832,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,m,18-59,18,59,1158,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,m,60+,60,None,261,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,m,all,None,None,13318,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,ASY,all,all,None,None,22690,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,f,0-4,0,4,68,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,f,5-11,5,11,47,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,f,12-17,12,17,19,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,f,18-59,18,59,23,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,f,60+,60,None,0,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,f,all,None,None,157,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,m,0-4,0,4,65,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,m,5-11,5,11,47,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,m,12-17,12,17,25,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,m,18-59,18,59,27,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,m,60+,60,None,0,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,m,all,None,None,164,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,OOC,all,all,None,None,321,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,f,0-4,0,4,3929,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,f,5-11,5,11,8284,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,f,12-17,12,17,5125,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,f,18-59,18,59,18052,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,f,60+,60,None,1552,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,f,all,None,None,36942,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,m,0-4,0,4,3963,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,m,5-11,5,11,8277,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,m,12-17,12,17,4831,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,m,18-59,18,59,10855,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,m,60+,60,None,925,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,m,all,None,None,28851,2023-01-01,2023-12-31
CMR,True,True,NGA,True,True,REF,all,all,None,None,65793,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,f,0-4,0,4,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,f,5-11,5,11,5,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,f,12-17,12,17,6,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,f,18-59,18,59,21,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,f,60+,60,None,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,f,all,None,None,32,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,m,0-4,0,4,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,m,5-11,5,11,5,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,m,12-17,12,17,11,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,m,18-59,18,59,25,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,m,60+,60,None,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,m,all,None,None,41,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,ASY,all,all,None,None,73,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,f,0-4,0,4,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,f,5-11,5,11,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,f,12-17,12,17,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,f,18-59,18,59,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,f,60+,60,None,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,f,all,None,None,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,m,0-4,0,4,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,m,5-11,5,11,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,m,12-17,12,17,5,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,m,18-59,18,59,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,m,60+,60,None,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,m,all,None,None,5,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,OOC,all,all,None,None,5,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,f,0-4,0,4,6,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,f,5-11,5,11,29,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,f,12-17,12,17,44,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,f,18-59,18,59,152,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,f,60+,60,None,0,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,f,all,None,None,231,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,m,0-4,0,4,13,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,m,5-11,5,11,41,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,m,12-17,12,17,38,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,m,18-59,18,59,186,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,m,60+,60,None,24,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,m,all,None,None,302,2023-01-01,2023-12-31
COD,True,True,NGA,True,True,REF,all,all,None,None,533,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,f,0-4,0,4,0,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,f,5-11,5,11,0,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,f,12-17,12,17,0,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,f,18-59,18,59,6,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,f,60+,60,None,0,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,f,all,None,None,6,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,m,0-4,0,4,0,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,m,5-11,5,11,0,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,m,12-17,12,17,0,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,m,18-59,18,59,0,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,m,60+,60,None,0,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,m,all,None,None,0,2023-01-01,2023-12-31
COG,False,True,NGA,True,True,REF,all,all,None,None,6,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,f,0-4,0,4,0,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,f,5-11,5,11,0,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,f,12-17,12,17,0,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,f,18-59,18,59,0,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,f,60+,60,None,0,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,f,all,None,None,0,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,m,0-4,0,4,0,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,m,5-11,5,11,0,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,m,12-17,12,17,0,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,m,18-59,18,59,5,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,m,60+,60,None,0,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,m,all,None,None,5,2023-01-01,2023-12-31
EGY,False,True,NGA,True,True,ASY,all,all,None,None,5,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,f,0-4,0,4,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,f,5-11,5,11,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,f,12-17,12,17,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,f,18-59,18,59,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,f,60+,60,None,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,f,all,None,None,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,m,0-4,0,4,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,m,5-11,5,11,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,m,12-17,12,17,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,m,18-59,18,59,6,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,m,60+,60,None,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,m,all,None,None,6,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,ASY,all,all,None,None,6,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,f,0-4,0,4,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,f,5-11,5,11,7,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,f,12-17,12,17,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,f,18-59,18,59,12,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,f,60+,60,None,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,f,all,None,None,19,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,m,0-4,0,4,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,m,5-11,5,11,16,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,m,12-17,12,17,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,m,18-59,18,59,14,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,m,60+,60,None,0,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,m,all,None,None,30,2023-01-01,2023-12-31
ERI,False,False,NGA,True,True,REF,all,all,None,None,49,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,f,0-4,0,4,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,f,5-11,5,11,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,f,12-17,12,17,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,f,18-59,18,59,5,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,f,60+,60,None,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,f,all,None,None,5,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,m,0-4,0,4,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,m,5-11,5,11,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,m,12-17,12,17,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,m,18-59,18,59,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,m,60+,60,None,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,m,all,None,None,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,ASY,all,all,None,None,5,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,f,0-4,0,4,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,f,5-11,5,11,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,f,12-17,12,17,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,f,18-59,18,59,8,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,f,60+,60,None,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,f,all,None,None,8,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,m,0-4,0,4,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,m,5-11,5,11,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,m,12-17,12,17,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,m,18-59,18,59,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,m,60+,60,None,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,m,all,None,None,0,2023-01-01,2023-12-31
ETH,True,True,NGA,True,True,REF,all,all,None,None,8,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,f,0-4,0,4,0,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,f,5-11,5,11,0,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,f,12-17,12,17,0,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,f,18-59,18,59,5,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,f,60+,60,None,0,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,f,all,None,None,5,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,m,0-4,0,4,0,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,m,5-11,5,11,0,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,m,12-17,12,17,0,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,m,18-59,18,59,0,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,m,60+,60,None,0,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,m,all,None,None,0,2023-01-01,2023-12-31
GHA,False,False,NGA,True,True,ASY,all,all,None,None,5,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,f,0-4,0,4,0,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,f,5-11,5,11,0,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,f,12-17,12,17,0,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,f,18-59,18,59,0,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,f,60+,60,None,0,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,f,all,None,None,0,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,m,0-4,0,4,0,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,m,5-11,5,11,0,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,m,12-17,12,17,0,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,m,18-59,18,59,5,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,m,60+,60,None,5,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,m,all,None,None,10,2023-01-01,2023-12-31
GIN,False,False,NGA,True,True,REF,all,all,None,None,10,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,f,0-4,0,4,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,f,5-11,5,11,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,f,12-17,12,17,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,f,18-59,18,59,13,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,f,60+,60,None,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,f,all,None,None,13,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,m,0-4,0,4,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,m,5-11,5,11,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,m,12-17,12,17,5,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,m,18-59,18,59,33,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,m,60+,60,None,5,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,m,all,None,None,43,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,ASY,all,all,None,None,56,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,f,0-4,0,4,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,f,5-11,5,11,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,f,12-17,12,17,5,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,f,18-59,18,59,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,f,60+,60,None,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,f,all,None,None,5,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,m,0-4,0,4,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,m,5-11,5,11,5,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,m,12-17,12,17,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,m,18-59,18,59,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,m,60+,60,None,0,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,m,all,None,None,5,2023-01-01,2023-12-31
LBN,False,True,NGA,True,True,REF,all,all,None,None,10,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,f,0-4,0,4,6,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,f,5-11,5,11,0,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,f,12-17,12,17,0,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,f,18-59,18,59,5,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,f,60+,60,None,0,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,f,all,None,None,11,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,m,0-4,0,4,0,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,m,5-11,5,11,0,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,m,12-17,12,17,0,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,m,18-59,18,59,0,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,m,60+,60,None,0,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,m,all,None,None,0,2023-01-01,2023-12-31
LBR,False,False,NGA,True,True,REF,all,all,None,None,11,2023-01-01,2023-12-31
LBY,False,True,NGA,True,True,ASY,f,0-4,0,4,0,2023-01-01,2023-12-31
LBY,False,True,NGA,True,True,ASY,f,5-11,5,11,0,2023-01-01,2023-12-31
LBY,False,True,NGA,True,True,ASY,f,12-17,12,17,0,2023-01-01,2023-12-31
LBY,False,True,NGA,True,True,ASY,f,18-59,18,59,0,2023-01-01,2023-12-31
LBY,False,True,NGA,True,True,ASY,f,60+,60,None,0,2023-01-01,2023-12-31
LBY,False,True,NGA,True,True,ASY,f,all,None,None,0,2023-01-01,2023-12-31
LBY,False,True,NGA,True,True,ASY,m,0-4,0,4,0,2023-01-01,2023-12-31
